customer_id,age,gender,location,employment_status,credit_score,annual_income,account_balance,loan_amount,loan_status
1200,23,Male,Rome,Retired,810,91000,7000,3000,Approved
1201,38,Male,Madrid,Retired,792,96000,5000,16000,Approved
1202,39,Male,London,Student,748,61000,4000,19000,Approved
1203,35,Male,Rome,Retired,749,68000,7000,17000,Rejected
1204,18,Male,Paris,Student,754,59000,3000,2000,Approved
1205,30,Female,London,Employed,838,42000,5000,15000,Approved
1206,52,Female,Paris,Employed,600,90000,3000,13000,Approved
1207,20,Female,Paris,Employed,785,51000,10000,7000,Approved
1208,21,Male,Rome,Employed,754,66000,5000,17000,Approved
1209,73,Male,Berlin,Employed,740,75000,8000,11000,Approved
1210,20,Male,Paris,Retired,723,48000,3000,14000,Approved
1211,70,Female,Madrid,Retired,677,33000,1000,12000,Rejected
1212,71,Female,Madrid,Retired,653,55000,1000,17000,Approved
1213,57,Female,Paris,Student,668,57000,7000,0,Approved
1214,34,Female,Berlin,Employed,623,77000,5000,15000,Approved
1215,38,Female,London,Student,841,34000,2000,11000,Approved
1216,22,Female,Rome,Retired,745,70000,2000,4000,Rejected
1217,41,Male,Paris,Retired,797,47000,3000,0,Approved
1218,40,Female,Paris,Employed,672,100000,6000,20000,Approved
1219,27,Female,Rome,Student,656,60000,6000,3000,Approved
1220,46,Female,Berlin,Student,666,88000,5000,2000,Rejected
1221,25,Female,Berlin,Retired,673,61000,9000,20000,Rejected
1222,50,Female,London,Retired,709,96000,6000,0,Rejected
1223,44,Male,Rome,Employed,615,30000,2000,7000,Approved
1224,24,Male,Rome,Employed,707,73000,5000,1000,Approved
1225,58,Male,London,Retired,604,96000,1000,13000,Rejected
1226,25,Female,Madrid,Retired,715,77000,6000,12000,Approved
1227,28,Female,London,Retired,715,77000,3000,11000,Approved
1228,27,Female,Paris,Student,780,45000,8000,0,Rejected
1229,33,Male,Berlin,Retired,673,48000,6000,0,Approved
1230,67,Female,Rome,Retired,649,65000,8000,17000,Rejected
1231,45,Male,Rome,Employed,810,48000,1000,5000,Approved
1232,52,Female,Rome,Retired,631,42000,5000,15000,Rejected
1233,45,Female,Madrid,Employed,766,95000,4000,3000,Approved
1234,22,Male,Rome,Student,832,94000,10000,19000,Rejected
1235,28,Female,Berlin,Retired,722,99000,9000,8000,Rejected
1236,37,Male,Berlin,Retired,704,49000,5000,13000,Rejected
1237,71,Female,Berlin,Student,819,82000,5000,1000,Rejected
1238,28,Male,Rome,Employed,618,91000,1000,13000,Approved
1239,65,Female,Paris,Student,611,73000,6000,0,Rejected
1240,20,Male,Rome,Student,608,77000,2000,4000,Approved
1241,75,Female,Rome,Retired,742,63000,5000,7000,Rejected
1242,36,Female,Paris,Retired,719,82000,7000,15000,Approved
1243,67,Female,Berlin,Student,648,48000,5000,13000,Rejected
1244,26,Female,Paris,Retired,738,50000,8000,6000,Rejected
1245,40,Female,London,Employed,749,51000,1000,12000,Rejected
1246,48,Male,Rome,Employed,671,85000,2000,6000,Approved
1247,45,Male,Madrid,Employed,793,82000,4000,16000,Rejected
